,IELTS_R,IELTS_L,IELTS_S,IELTS_W,IELTS_Z
985,0,0,0,0,7.5
986,7,6.5,6,5.5,6
987,0,0,0,0,0
988,7.5,7,6,6,6.5
989,0,0,0,0,8
990,0,0,0,0,8
991,0,0,0,0,8
992,0,0,0,0,8
993,6.5,6.5,6,6.5,6.5
994,6.5,6.5,6,6.5,6.5
995,6.5,6.5,6,6.5,6.5
996,6.5,6.5,6,6.5,6.5
997,6.5,6.5,6,6.5,6.5
998,0,0,0,0,0
999,6.5,6.5,6,6,6.5
1000,0,0,0,0,0
1001,0,0,0,0,0
1002,0,0,0,0,0
1003,0,0,0,0,0
1004,0,0,0,0,0
1005,0,0,0,0,0
1006,8,8.5,8,6.5,7.5
1007,8,8.5,8,6.5,7.5
1008,7.5,6.5,6,6.5,6.5
1009,7.5,6.5,6,6.5,6.5
1010,7.5,6.5,6,6.5,6.5
1011,7.5,6.5,6,6.5,6.5
1012,7.5,6.5,6,6.5,6.5
1013,7.5,6.5,6,6.5,6.5
1014,7.5,6.5,6,6.5,6.5
1015,7.5,8,7,6.5,7
1016,0,0,0,0,0
1017,6.5,6,5.5,6,6.5
1018,0,0,0,0,0
1019,0,0,0,0,0
1020,0,0,0,0,0
1021,0,0,0,0,0
1022,0,0,0,0,0
1023,0,0,0,0,0
1024,7.5,7,6,6,6.5
1025,7.5,7,6,6,6.5
1026,7.5,7,6,6,6.5
1027,7.5,7,6,6,6.5
1028,7.5,7,6,6,6.5
1029,7.5,7,6,6,6.5
1030,7.5,7,6,6,6.5
1031,8.5,8.5,8,6,7.5
1032,8.5,8.5,8,6,7.5
1033,8.5,8.5,8,6,7.5
1034,8.5,8.5,8,6,7.5
1035,8.5,8.5,8,6,7.5
1036,8.5,8.5,8,6,7.5
1037,8.5,8.5,8,6,7.5
1038,8.5,8.5,8,6,7.5
1039,7,7.5,6.5,6.5,7
1040,7,7.5,6.5,6.5,7
1041,7,7.5,6.5,6.5,7
1042,7,7.5,6.5,6.5,7
1043,7,7.5,6.5,6,7
1044,7,7.5,6.5,6.5,7
1045,7,7.5,6.5,6.5,7
1046,7,7.5,6.5,6.5,7
1047,8.5,8.5,8,7,7.5
1048,9,7.5,6.5,6.5,7.5
1049,9,7.5,6.5,6.5,7.5
1050,6,7.5,6,6,6.5
1051,0,0,0,0,0
1052,8.5,8.5,8,6.5,7.5
1053,8.5,8.5,8,6.5,7.5
1054,9,9,9,6.5,7.5
1055,8,7,6,6,7
1056,7.5,6.5,6,6,6.5
1057,0,0,0,0,0
1058,7.5,7,6,6.5,6.5
1059,7.5,7,6,6.5,6.5
1060,7.5,7,6,6.5,6.5
1061,0,0,0,0,0
1062,7.5,7.5,6.5,7,6.5
1063,0,0,0,0,0
1064,0,0,0,0,0
1065,0,0,0,0,6.5
1066,7.5,6.5,6,6,6.5
1067,7.5,6.5,6,6,6.5
1068,7.5,6.5,6,6,6.5
1069,7.5,6.5,6,6,6.5
1070,8,8,7,6,7
1071,6,7.5,6,6,6.5
1072,0,0,0,0,7
1073,0,0,0,0,7
1074,0,0,0,0,0
1075,8,6.5,6,6,6.5
1076,8,9,8.5,6,7.5
1077,8,9,8.5,6,7.5
1078,8,9,8.5,6,7.5
1079,8,9,8.5,6,7.5
1080,8,9,8.5,6,7.5
1081,6.5,6.5,6,6.5,6.5
1082,6.5,6.5,6,6.5,6.5
1083,8,9,8.5,6,7.5
1084,6.5,6.5,6,6.5,6.5
1085,6.5,6.5,6,6.5,6.5
1086,8,9,8.5,6,7.5
1087,6.5,6.5,6,6.5,6.5
1088,8,9,8.5,6,7.5
1089,6.5,6.5,6,6.5,6.5
1090,6.5,6.5,6,6.5,6.5
1091,6.5,6.5,6,6.5,6.5
1092,6.5,6.5,6,6.5,6.5
1093,8.5,6.5,6,6,7
1094,8.5,6.5,6,6,7
1095,8.5,6.5,6,6,7
1096,0,0,0,0,0
1097,8.5,6.5,6,6,7
1098,0,0,0,0,6.5
1099,0,0,0,0,6.5
1100,7.5,7.5,6.5,6,7
1101,0,0,0,0,7
1102,0,0,0,0,0
1103,0,0,0,0,6
1104,9,8,7,6,7.5
1105,9,8,7,6,7.5
1106,9,8,7,6,7.5
1107,9,8,7,6,7.5
1108,0,0,0,0,7
1109,0,0,0,0,0
1110,1,1,0,1,1
1111,0,0,0,0,0
1112,0,0,0,0,6.5
1113,8,7,6,6.5,7
1114,6.5,6,5.5,6,6.5
1115,8.5,7.5,6.5,7,7.5
1116,8,8.5,8,6.5,7
1117,8,8.5,8,6.5,7
1118,0,0,0,0,0
1119,8,6,5.5,6.5,6.5
1120,0,0,0,0,6.5
1121,6.5,7,6,6,5.5
1122,8.5,8.5,8,6.5,7.5
1123,0,0,0,0,0
1124,0,0,0,0,0
1125,0,0,0,0,0
1126,0,0,0,0,0
1127,0,0,0,0,0
1128,0,0,0,0,0
1129,0,0,0,0,0
1130,8.5,8.5,8,7,7.5
1131,0,0,0,0,0
1132,0,0,0,0,0
1133,0,0,0,0,0
1134,0,0,0,0,0
1135,0,0,0,0,0
1136,0,0,0,0,0
1137,0,0,0,0,0
1138,0,0,0,0,0
1139,0,0,0,0,0
1140,0,0,0,0,7.5
1141,0,0,0,0,8
1142,7,8,7,6.5,7
1143,0,0,0,0,0
1144,0,0,0,0,0
1145,8.5,7.5,6.5,7.5,7.5
1146,8,7.5,6.5,6.5,7
1147,8,7.5,6.5,6.5,7
1148,9,8.5,8.5,7,8.5
1149,8,6.5,6,6.5,7
1150,8,6.5,6,6.5,7
1151,0,0,0,0,0
1152,7,7,6,6.5,6.5
1153,7,7,6,6.5,6.5
1154,7,7,6,6.5,6.5
1155,0,0,0,0,7
1156,0,0,0,0,7
1157,0,0,0,0,6.5
1158,8,8.5,8,7,7.5
1159,8.5,7.5,6.5,6,7
1160,7,7,6,5.5,6.5
1161,0,0,0,0,7
1162,0,0,0,0,7
1163,0,0,0,0,0
1164,0,0,0,0,0
1165,0,0,0,0,0
1166,0,0,0,0,0
1167,8,7.5,6.5,6,7
1168,8,7.5,6.5,6,7
1169,0,0,0,0,6.5
1170,0,0,0,0,6.5
1171,0,0,0,0,6.5
1172,0,0,0,0,0
1173,0,0,0,0,0
1174,0,0,0,0,0
1175,7.5,7,6,6,7
1176,7.5,7,6,6,7
1177,7.5,6,5.5,6.5,6.5
1178,7.5,6,5.5,6.5,6.5
1179,7.5,6,5.5,6.5,6.5
1180,6.5,0,0,0,7
1181,7,8,7,6.5,7
1182,0,0,0,0,0
1183,0,0,0,0,0
1184,8,6.5,6,6.5,7
1185,0,0,0,0,0
1186,0,0,0,0,0
1187,0,0,0,0,0
1188,0,0,0,0,0
1189,0,0,0,0,0
1190,0,0,0,0,0
1191,0,0,0,0,0
1192,0,0,0,0,0
1193,0,0,0,0,0
1194,0,0,0,0,0
1195,0,0,0,0,0
1196,0,0,0,0,0
1197,0,0,0,0,0
1198,0,0,0,0,0
1199,0,0,0,0,0
1200,0,0,0,0,0
1201,6.5,7,6,6.5,7
1202,0,0,0,0,0
1203,0,0,0,0,0
1204,7.5,6.5,6,6.5,6.5
1205,7.5,6.5,6,6.5,6.5
1206,0,0,0,0,6.5
1207,0,0,0,0,6.5
1208,0,0,0,0,6.5
1209,0,0,0,0,6.5
1210,0,0,0,0,0
1211,0,0,0,0,0
1212,7,7,6,6,6.5
1213,7,7,6,6,6.5
1214,9,8.5,8.5,7,8
1215,9,8.5,8.5,7,8
1216,8.5,8.5,8,6.5,7.5
1217,8.5,8.5,8,6.5,7.5
1218,8.5,8.5,8,6.5,7.5
1219,8.5,7,6,6,7
1220,8.5,7,6,6,7
1221,0,0,0,0,0
1222,0,0,0,0,0
1223,0,0,0,0,0
1224,0,0,0,0,0
1225,0,0,0,0,0
1226,7.5,7.5,6.5,7,6.5
1227,0,0,0,0,0
1228,0,0,0,0,0
1229,0,0,0,0,0
1230,0,0,0,0,0
1231,7,8.5,7.5,5,6.5
1232,0,0,0,0,0
1233,0,0,0,0,0
1234,0,0,0,0,0
1235,0,0,0,0,0
1236,0,0,0,0,0
1237,0,0,0,0,0
1238,0,0,0,0,0
1239,0,0,0,0,0
1240,0,0,0,0,6.5
1241,0,0,0,0,6.5
1242,0,0,0,0,0
1243,0,0,0,0,6.5
1244,7.5,7,6,6.5,7
1245,7.5,7,6,6.5,7
1246,7.5,7,6,6.5,7
1247,0,0,0,0,0
1248,0,0,0,0,0
1249,0,0,0,0,0
1250,7.5,6.5,6,6.5,6.5
1251,7,7.5,6.5,6,6.5
1252,7,7.5,6.5,6,6.5
1253,7,7.5,6.5,6,6.5
1254,0,0,0,0,0
1255,7.5,7,6,5.5,6.5
1256,7.5,7,6,5.5,6.5
1257,7.5,7,6,5.5,6.5
1258,7.5,7,6,5.5,6.5
1259,1,1,0,1,1
1260,7.5,7.5,6.5,6,7
1261,0,0,0,0,0
1262,0,0,0,0,0
1263,7.5,6.5,6,6,6.5
1264,0,0,0,0,0
1265,0,0,0,0,0
1266,0,0,0,0,0
1267,0,0,0,0,0
1268,0,0,0,0,0
1269,0,0,0,0,0
1270,0,0,0,0,0
1271,0,0,0,0,0
1272,8,8.5,8,6.5,7.5
1273,8,8.5,8,6.5,7.5
1274,8,8.5,8,6.5,7.5
1275,8,8.5,8,6.5,7.5
1276,7.5,7,6,6,7
1277,7,6.5,6,6,6.5
1278,0,0,0,0,0
1279,0,0,0,0,0
1280,0,0,0,0,0
1281,0,0,0,0,0
1282,0,0,0,0,0
1283,6.5,7.5,6,6,7
1284,0,0,0,0,0
1285,0,0,0,0,0
1286,0,0,0,0,0
1287,0,0,0,0,0
1288,0,0,0,0,0
1289,6.5,6,5.5,7,6.5
1290,7.5,7.5,6.5,6,7
1291,0,0,0,0,0
1292,7,8,7,6,6
1293,0,0,0,0,7
1294,0,0,0,0,0
1295,0,0,0,0,0
1296,7,6.5,6,6,6.5
1297,7,6.5,6,6,6.5
1298,0,0,0,0,0
1299,0,0,0,0,0
1300,0,0,0,0,0
1301,0,0,0,0,0
1302,0,0,0,0,0
1303,7,8.5,7.5,6,7
1304,7,8.5,7.5,6,7
1305,7,8.5,7.5,6,7
1306,7,8.5,7.5,6,7
1307,6.5,6,5.5,6.5,6.5
1308,0,0,0,0,0
1309,0,0,0,0,0
1310,0,0,0,0,0
1311,0,0,0,0,0
1312,0,0,0,0,0
1313,0,0,0,0,0
1314,0,0,0,0,0
1315,0,0,0,0,7
1316,7.5,7.5,6.5,6,6.5
1317,7.5,7.5,6.5,6,6.5
1318,7.5,7.5,6.5,6,6.5
1319,7.5,7.5,6.5,6,6.5
1320,7.5,7.5,6.5,6,6.5
1321,7.5,7.5,6.5,6,6.5
1322,7.5,7.5,6.5,6,6.5
1323,9,8,7,6.5,7.5
1324,0,0,0,0,0
1325,6.5,7,6,6,5.5
1326,6.5,7,6,6,5.5
1327,0,0,0,0,0
1328,0,0,0,0,0
1329,0,0,0,0,0
1330,0,0,0,0,0
1331,0,0,0,0,0
1332,0,0,0,0,0
1333,8.5,7.5,6.5,6.5,7.5
1334,8.5,7.5,6.5,6.5,7.5
1335,0,0,0,0,0
1336,0,0,0,0,0
1337,8.5,8.5,8,6.5,7.5
1338,0,0,0,0,6.5
1339,0,0,0,0,0
1340,0,0,0,0,0
1341,0,0,0,0,0
1342,8,8.5,8,6,7
1343,0,0,0,0,0
1344,0,0,0,0,0
1345,0,0,0,0,0
1346,0,0,0,0,0
1347,0,0,0,0,0
1348,0,0,0,0,0
1349,0,0,0,0,0
1350,0,0,0,0,0
1351,0,0,0,0,0
1352,0,0,0,0,0
1353,0,0,0,0,0
1354,0,0,0,0,0
1355,0,0,0,0,0
1356,0,0,0,0,0
1357,7.5,5.5,5,6,6
1358,7.5,5.5,5,6,6
1359,7.5,5.5,5,6,6
1360,0,0,0,0,0
1361,0,0,0,0,6.5
1362,0,0,0,0,0
1363,0,0,0,0,0
1364,0,0,0,0,0
1365,0,0,0,0,0
1366,0,0,0,0,0
1367,0,0,0,0,0
1368,0,0,0,0,0
1369,0,0,0,0,0
1370,0,0,0,0,0
1371,0,0,0,0,0
1372,0,0,0,0,0
1373,0,0,0,0,0
1374,0,0,0,0,0
1375,0,0,0,0,0
1376,0,0,0,0,0
1377,0,0,0,0,0
1378,0,0,0,0,0
1379,6.5,7.5,6,6,6
1380,0,0,0,0,0
1381,8.5,9,8.5,7.5,8
1382,8.5,9,8.5,7.5,8
1383,8.5,9,8.5,7.5,8
1384,8.5,9,8.5,7.5,8
1385,8.5,9,8.5,7.5,8
1386,8.5,9,8.5,7.5,8
1387,8.5,9,8.5,7.5,8
1388,8.5,9,8.5,7.5,8
1389,8.5,9,8.5,7.5,8
1390,8.5,9,8.5,7.5,8
1391,8.5,9,8.5,7.5,8
1392,8.5,9,8.5,7.5,8
1393,8.5,9,8.5,7.5,8
1394,8.5,9,8.5,7.5,8
1395,8.5,9,8.5,7.5,8
1396,8.5,9,8.5,7.5,8
1397,8.5,9,8.5,7.5,8
1398,8.5,9,8.5,7.5,8
1399,9,7.5,6.5,6.5,7.5
1400,7.5,6,5.5,7,7
1401,7.5,6,5.5,7,7
1402,7.5,6,5.5,7,7
1403,7.5,6,5.5,7,7
1404,7.5,6,5.5,7,7
1405,7.5,6,5.5,7,7
1406,7.5,6,5.5,7,7
1407,7.5,6,5.5,5.5,6.5
1408,6.5,8.5,7.5,6.5,7
1409,6.5,8.5,7.5,6.5,7
1410,6.5,8.5,7.5,6.5,7
1411,6.5,8.5,7.5,6.5,7
1412,0,0,0,0,6.5
1413,6.5,8.5,7.5,6.5,7
1414,6.5,8.5,7.5,6.5,7
1415,8,7.5,6.5,6,7
1416,8,7.5,6.5,6,7
1417,8,7.5,6.5,6,7
1418,8,7.5,6.5,6,7
1419,8,7.5,6.5,6,7
1420,8,7.5,6.5,6,7
1421,8,7.5,6.5,6,7
1422,8,7.5,6.5,6,7
1423,6,7.5,6,6,6.5
1424,0,0,0,0,0
1425,0,0,0,0,0
1426,0,0,0,0,0
1427,0,0,0,0,0
1428,0,0,0,0,0
1429,0,0,0,0,0
1430,0,0,0,0,0
1431,6.5,7,6,6,5.5
1432,0,0,0,0,0
1433,0,0,0,0,0
1434,0,0,0,0,0
1435,0,0,0,0,6.5
1436,0,0,0,0,7
1437,0,0,0,0,7
1438,0,0,0,0,7
1439,0,0,0,0,0
1440,0,0,0,0,0
1441,0,0,0,0,6.5
1442,0,0,0,0,0
1443,5.5,6.5,5.5,5.5,6
1444,5.5,6.5,5.5,5.5,6
1445,5.5,6.5,5.5,5.5,6
1446,5.5,6.5,5.5,5.5,6
1447,5.5,6.5,5.5,5.5,6
1448,5.5,6.5,5.5,5.5,6
1449,5.5,6.5,5.5,5.5,6
1450,0,0,0,0,0
1451,0,0,0,0,0
1452,8.5,7.5,6.5,6,7
1453,8.5,7.5,6.5,6,7
1454,8.5,7.5,6.5,6,7
1455,0,0,0,0,0
1456,0,0,0,0,0
1457,0,0,0,0,0
1458,0,0,0,0,0
1459,0,0,0,0,0
1460,6.5,7,6,7,5.5
1461,0,0,0,0,0
1462,0,0,0,0,0
1463,0,0,0,0,0
1464,0,0,0,0,0
1465,8.5,9,8.5,6,7.5
1466,8.5,9,8.5,6,7.5
1467,8.5,9,8.5,6,7.5
1468,8.5,9,8.5,6,7.5
1469,8.5,9,8.5,6,7.5
1470,8.5,9,8.5,6,7.5
1471,8.5,9,8.5,6,7.5
1472,8.5,9,8.5,6,7.5
1473,7,8,7,6.5,7
1474,7,8,7,6.5,7
1475,7,8,7,6.5,7
1476,7,8,7,6.5,7
1477,7,8,7,6.5,7
1478,7,8,7,6.5,7
1479,7,8,7,6.5,7
1480,7,8,7,6.5,7
1481,0,0,0,0,0
1482,0,0,0,0,0
1483,8,7,6,5.5,7
1484,8,7,6,5.5,7
1485,8,7,6,5.5,7
1486,0,0,0,0,0
1487,0,0,0,0,0
1488,0,0,0,0,0
1489,0,0,0,0,0
1490,8,8.5,8,6,7.5
1491,0,0,0,0,0
1492,0,0,0,0,0
1493,0,0,0,0,0
1494,0,0,0,0,0
1495,0,0,0,0,0
1496,0,0,0,0,0
1497,8.5,7.5,6.5,6,7
1498,0,0,0,0,0
1499,0,0,0,0,0
1500,8.5,7.5,6.5,6,7
1501,0,0,0,0,0
1502,0,0,0,0,0
1503,0,0,0,0,0
1504,8,7.5,6.5,6.5,7
1505,7,8,7,6.5,6.5
1506,7.5,7.5,6.5,6,7
1507,7.5,7.5,6.5,6,7
1508,7.5,7.5,6.5,6,7
1509,7.5,7.5,6.5,6,7
1510,7.5,7.5,6.5,6,7
1511,7.5,7.5,6.5,6,7
1512,7.5,7.5,6.5,6,7
1513,6,7.5,6,6,6.5
1514,0,0,0,0,0
1515,0,0,0,0,0
1516,0,0,0,0,0
1517,0,0,0,0,0
1518,0,0,0,0,0
1519,0,0,0,0,0
1520,0,0,0,0,0
1521,0,0,0,0,0
1522,0,0,0,0,0
1523,0,0,0,0,0
1524,7,8.5,7.5,5,6.5
1525,9,7.5,6.5,6.5,7.5
1526,9,7.5,6.5,6.5,7.5
1527,9,7.5,6.5,6.5,7.5
1528,0,0,0,0,0
1529,0,0,0,0,0
1530,0,0,0,0,0
1531,7.5,7.5,6.5,6,7
1532,0,0,0,0,0
1533,0,0,0,0,0
1534,7.5,7.5,6.5,6,7
1535,0,0,0,0,0
1536,7.5,7.5,6.5,6,7
1537,7.5,7.5,6.5,6,7
1538,8.5,8.5,8,6.5,8
1539,7.5,6.5,6,6.5,6.5
1540,0,0,0,0,0
1541,0,0,0,0,0
1542,8,7,6,6.5,7
1543,0,0,0,0,0
1544,0,0,0,0,0
1545,0,0,0,0,0
1546,6,6.5,5.5,6.5,6.5
1547,8.5,7.5,6.5,6,7
1548,7.5,8.5,7.5,6.5,7.5
1549,7.5,8.5,7.5,6.5,7.5
1550,7.5,8.5,7.5,6.5,7.5
1551,7.5,8.5,7.5,6.5,7.5
1552,7.5,7,6,6,7
1553,0,0,0,0,0
1554,0,0,0,0,0
1555,7,6.5,6,6,6.5
1556,6.5,6,5.5,6.5,6.5
1557,6.5,6,5.5,6.5,6.5
1558,0,0,0,0,0
1559,0,0,0,0,0
1560,0,0,0,0,0
1561,0,0,0,0,0
1562,0,0,0,0,0
1563,0,0,0,0,0
1564,0,0,0,0,0
1565,7,7,6,7,7
1566,7,7,6,7,7
1567,7,7,6,7,7
1568,7,7,6,7,7
1569,7,7,6,7,7
1570,7,6,5.5,5.5,6
1571,7,7,6,6.5,6.5
1572,0,0,0,0,7
1573,0,0,0,0,7
1574,0,0,0,0,0
1575,0,0,0,0,0
1576,0,0,0,0,0
1577,0,0,0,0,0
1578,0,0,0,0,0
1579,0,0,0,0,0
1580,0,0,0,0,0
1581,0,0,0,0,0
1582,0,0,0,0,0
1583,8.5,7.5,6.5,7.5,7.5
1584,0,0,0,0,0
1585,7.5,6,5.5,5.5,6.5
1586,7.5,6,5.5,5.5,6.5
1587,7.5,6,5.5,5.5,6.5
1588,6,6.5,5.5,6.5,6.5
1589,8,7,6,6,7
1590,8,7,6,6,7
1591,7,6.5,6,6,6.5
1592,0,0,0,0,0
1593,8.5,8.5,8,6.5,7.5
1594,8.5,8.5,8,6.5,7.5
1595,7,7,6,6,6.5
1596,7,7,6,6,6.5
1597,7,7,6,6,6.5
1598,7,7,6,6,6.5
1599,7,7,6,6,6.5
1600,7,7,6,6,6.5
1601,7,7,6,6,6.5
1602,0,0,0,0,0
1603,0,0,0,0,0
1604,0,0,0,0,0
1605,0,0,0,0,0
1606,0,0,0,0,0
1607,0,0,0,0,0
1608,0,0,0,0,0
1609,0,0,0,0,0
1610,8,8,7,6.5,7
1611,8,8,7,6.5,7
1612,0,0,0,0,7.5
1613,7,8.5,7.5,6,7
1614,8.5,8,7,6.5,7.5
1615,7.5,7,6,6,6.5
1616,0,0,0,0,7
1617,7,6.5,6,6,6.5
1618,7,6.5,6,6,6.5
1619,7,6.5,6,6,6.5
1620,0,0,0,0,0
1621,7.5,7,6,6,6.5
1622,7.5,7,6,6,6.5
1623,7.5,7,6,6,6.5
1624,7.5,7,6,6,6.5
1625,7.5,7,6,6,6.5
1626,7.5,7,6,6,6.5
1627,7.5,7,6,6,6.5
1628,9,7.5,6.5,6.5,7.5
1629,9,9,9,5.5,7.5
1630,9,9,9,5.5,7.5
1631,9,9,9,5.5,7.5
1632,7.5,8.5,7.5,7,7.5
1633,0,0,0,0,0
1634,0,0,0,0,0
1635,8,7.5,6.5,6,7
1636,0,0,0,0,0
1637,9,8.5,8.5,6,7.5
1638,9,8.5,8.5,6,7.5
1639,9,8.5,8.5,6,7.5
1640,9,8.5,8.5,6,7.5
1641,9,8.5,8.5,6,7.5
1642,7.5,7.5,6.5,6,7
1643,7.5,7.5,6.5,6,7
1644,6.5,6.5,6,6,6
1645,0,0,0,0,0
1646,0,0,0,0,0
1647,7.5,7.5,6.5,6.5,7
1648,0,0,0,0,0
1649,0,0,0,0,0
1650,0,0,0,0,0
1651,0,0,0,0,0
1652,0,0,0,0,0
1653,0,0,0,0,0
1654,0,0,0,0,6.5
1655,0,0,0,0,0
1656,0,0,0,0,0
1657,0,0,0,0,0
1658,0,0,0,0,0
1659,0,0,0,0,0
1660,0,0,0,0,0
1661,0,0,0,0,0
1662,0,0,0,0,0
1663,8,7,6,6,7
1664,8,7,6,6,7
1665,8,7,6,6,7
1666,9,8.5,8.5,6,7.5
1667,7,8,7,6,6
1668,7,8,7,6,6
1669,7,8,7,6,6
1670,7,8,7,6,6
1671,0,0,0,0,7
1672,0,0,0,0,7
1673,7,8,7,6,6
1674,7,8,7,6,6
1675,0,0,0,0,0
1676,0,0,0,0,0
1677,0,0,0,0,0
1678,0,0,0,0,0
1679,0,0,0,0,0
1680,0,0,0,0,0
1681,0,0,0,0,0
1682,0,0,0,0,0
1683,0,0,0,0,0
1684,0,0,0,0,0
1685,0,0,0,0,0
1686,0,0,0,0,0
1687,6.5,6,5.5,6,6.5
1688,6.5,6,5.5,6,6.5
1689,6.5,6,5.5,6,6.5
1690,6.5,6,5.5,6,6.5
1691,6.5,6,5.5,6,6.5
1692,6.5,6,5.5,6,6.5
1693,6.5,6,5.5,6,6.5
1694,6.5,6,5.5,6,6.5
1695,6.5,6,5.5,6,6.5
1696,6.5,6,5.5,6,6.5
1697,6.5,6,5.5,6,6.5
1698,6.5,6,5.5,6,6.5
1699,6.5,6,5.5,6,6.5
1700,6.5,6,5.5,6,6.5
1701,6.5,6,5.5,6,6.5
1702,6.5,6,5.5,6,6.5
1703,6.5,6,5.5,6,6.5
1704,6.5,6,5.5,6,6.5
1705,6.5,6,5.5,6,6.5
1706,6.5,6,5.5,6,6.5
1707,6.5,6,5.5,6,6.5
1708,0,0,0,0,0
1709,0,0,0,0,0
1710,0,0,0,0,0
1711,0,0,0,0,0
1712,0,0,0,0,0
1713,0,0,0,0,0
1714,0,0,0,0,0
1715,0,0,0,0,0
1716,0,0,0,0,0
1717,0,0,0,0,0
1718,7.5,8,7,6,7
1719,7.5,8,7,6,7
1720,7.5,8,7,6,7
1721,0,0,0,0,0
1722,7.5,8,7,6,7
1723,7.5,8,7,6,7
1724,8.5,7.5,6.5,7.5,7.5
1725,0,0,0,0,0
1726,0,0,0,0,0
1727,7.5,8,7,6,7
1728,7.5,9,8.5,6.5,7.5
1729,0,0,0,0,0
1730,0,0,0,0,0
1731,0,0,0,0,0
1732,0,0,0,0,0
1733,0,0,0,0,0
1734,0,0,0,0,0
1735,0,0,0,0,0
1736,8,6.5,6,6,6.5
1737,7.5,6.5,6,5.5,6.5
1738,0,0,0,0,0
1739,0,0,0,0,0
1740,0,0,0,0,0
1741,0,0,0,0,0
1742,0,0,0,0,0
1743,0,0,0,0,0
1744,0,0,0,0,0
1745,0,0,0,0,0
1746,8.5,8.5,8,7,7.5
1747,7.5,7.5,6.5,6,7
1748,8,6,5.5,6,6.5
1749,0,0,0,0,0
1750,0,0,0,0,0
1751,0,0,0,0,0
1752,8,6,5.5,5.5,6.5
1753,7,8,7,6,7
1754,7,8,7,6,7
1755,0,0,0,0,0
1756,7.5,7.5,6.5,6,7
1757,0,0,0,0,0
1758,7,7,6,6,6.5
1759,0,0,0,0,0
1760,0,0,0,0,0
1761,0,0,0,0,0
1762,0,0,0,0,0
1763,0,0,0,0,0
1764,0,0,0,0,0
1765,0,0,0,0,0
1766,6,8,6.5,5.5,6.5
1767,0,0,0,0,0
1768,8.5,8.5,8,6.5,7.5
1769,8.5,8.5,8,6.5,7.5
1770,0,0,0,0,0
1771,0,0,0,0,7
1772,8,6.5,6,6,6.5
1773,8,6.5,6,6,6.5
1774,8,6.5,6,6,6.5
1775,8,6.5,6,6,6.5
1776,8,6.5,6,6,6.5
1777,8,6.5,6,6,6.5
1778,0,0,0,0,0
1779,0,0,0,0,0
1780,6.5,7.5,6,5.5,6.5
1781,6.5,7.5,6,5.5,6.5
1782,6.5,7.5,6,5.5,6.5
1783,8.5,8,7,6.5,7.5
1784,0,0,0,0,0
1785,0,0,0,0,0
1786,0,0,0,0,0
1787,7.5,8.5,7.5,7,7.5
1788,6.5,6.5,6,6,6.5
1789,7,6,5.5,6.5,6.5
1790,7,6,5.5,6.5,6.5
1791,7,6,5.5,6.5,6.5
1792,7,6,5.5,6.5,6.5
1793,7,6,5.5,6.5,6.5
1794,7,6,5.5,6.5,6.5
1795,7,6,5.5,6.5,6.5
1796,0,0,0,0,0
1797,0,0,0,0,0
1798,6,6.5,5.5,5.5,5.5
1799,0,0,0,0,0
1800,6.5,6.5,6,6,6.5
1801,7.5,8,7,6,7
1802,0,0,0,0,0
1803,0,0,0,0,0
1804,0,0,0,0,0
1805,6.5,7.5,6,6,6.5
1806,7.5,6.5,6,6,6.5
1807,8,8.5,8,6,7
1808,0,0,0,0,0
1809,0,0,0,0,7.5
1810,0,0,0,0,0
1811,0,0,0,0,0
1812,0,0,0,0,0
1813,7.5,7.5,6.5,7,6.5
1814,9,9,9,6.5,8
1815,0,0,0,0,0
1816,8,6,5.5,6,6.5
1817,0,0,0,0,0
1818,0,0,0,0,0
1819,0,0,0,0,0
1820,8.5,8,7,6.5,7.5
1821,8.5,8,7,6.5,7.5
1822,8.5,8,7,6.5,7.5
1823,8.5,8,7,6.5,7.5
1824,8.5,8,7,6.5,7.5
1825,8.5,8,7,6.5,7.5
1826,8.5,8,7,6.5,7.5
1827,8.5,8,7,6.5,7.5
1828,6.5,6.5,6,6,6.5
1829,0,0,0,0,0
1830,0,0,0,0,0
1831,0,0,0,0,0
1832,7,8,7,6,7
1833,8,7,6,6,7
1834,8,7,6,6,7
1835,8,7,6,6,7
1836,0,0,0,0,7
1837,0,0,0,0,7
1838,7.5,7,6,6,7
1839,0,0,0,0,0
1840,7.5,7,6,6,7
1841,0,0,0,0,0
1842,7.5,7,6,6,7
1843,7.5,7,6,6,7
1844,0,0,0,0,0
1845,0,0,0,0,0
1846,0,0,0,0,0
1847,9,7,6,6,7
1848,7,6.5,6,6,6.5
1849,6.5,6.5,6,5.5,6.5
1850,0,0,0,0,0
1851,6.5,7.5,6,6.5,7
1852,0,0,0,0,0
1853,0,0,0,0,0
1854,0,0,0,0,0
1855,7,7,6,6,6.5
1856,0,0,0,0,0
1857,7.5,5.5,5,6,6.5
1858,7.5,5.5,5,6,6.5
1859,0,0,0,0,0
1860,0,0,0,0,0
1861,0,0,0,0,0
1862,0,0,0,0,6.5
1863,6,8,6.5,5.5,6.5
1864,0,0,0,0,0
1865,0,0,0,0,0
1866,0,0,0,0,0
1867,9,8,7,6,7.5
1868,9,8,7,6,7.5
1869,0,0,0,0,6.5
1870,7,8,7,6,6
1871,7,8,7,6,6
1872,7,8,7,6,6
1873,0,0,0,0,0
1874,0,0,0,0,0
1875,0,0,0,0,0
1876,0,0,0,0,7
1877,0,0,0,0,7
